Geneid	w1118_1	w1118_2	w1118_3	PcKD_1	PcKD_2	PcKD_3	vgLOF_PcKD_1	vgLOF_PcKD_2	vgLOF_PcKD_3	sdLOF_PcKD_1	sdLOF_PcKD_2	sdLOF_PcKD_3
ca	866	895	618	1009	1083	961	974	789	750	856	857	833
Vps16B	142	145	93	153	173	139	202	152	168	166	176	140
CG7829	0	0	0	1	0	1	0	0	0	0	0	0
neo	1630	1604	903	2409	1906	2772	1795	1447	1099	1561	858	1012
Atg16	486	534	384	500	507	445	457	412	453	421	408	355
CG42592	1	3	1	0	1	1	0	0	0	0	0	0
Prtl99C	0	3	0	0	2	0	0	1	0	2	0	0
Cad99C	3289	3355	2060	3717	3816	3316	2831	2491	2398	2698	2477	2454
dgt1	653	666	478	623	710	680	764	663	662	697	595	533
CG7824	278	315	212	327	379	367	403	376	413	402	448	400
CG15514	587	619	484	647	691	613	671	555	669	666	567	536
RpS8	21734	22201	14213	26965	29547	28163	29226	27598	32397	28671	28258	26433
snoRNA:Or-CD8	2	3	2	2	1	2	1	0	1	0	1	0
snoRNA:Me28S-A2564	1	4	0	1	3	2	3	6	4	3	2	3
Zip99C	324	346	255	299	358	347	285	252	254	277	339	293
CG34133	576	598	455	657	734	630	630	581	571	582	499	521
CG31038	1128	1319	809	1395	1556	1516	1012	830	911	979	1053	1036
CG15517	3	3	3	0	0	0	0	0	0	0	0	0
CG15515	2	6	0	1	0	0	1	0	1	0	1	2
CG31036	3	3	8	45	14	31	19	22	13	16	21	20
Capa	3	1	13	8	0	0	0	1	0	14	7	1
trp	5	2	1	1	1	3	1	0	0	0	0	0
Jon99Ciii	0	2	2	0	0	0	0	0	0	0	0	0
Jon99Cii	0	1	1	0	0	0	0	0	0	0	0	0
Jon99Ci	0	0	0	0	0	0	0	0	1	0	0	0
CG15522	81	78	30	99	86	72	119	121	78	101	104	96
alpha-Man-Ic	12	1	13	0	1	4	2	2	1	2	1	3
Cog7	521	491	436	571	588	541	560	488	464	516	400	415
CG42557	0	0	0	0	0	0	0	0	0	0	0	0
CG42558	0	0	0	0	0	0	0	0	0	0	0	0
eIF2B-alpha	410	427	277	362	439	437	440	333	385	434	384	355
Vps13B	900	845	583	1200	1362	1062	1087	864	831	1075	1064	981
TkR99D	9	3	10	7	2	2	1	9	2	16	8	3
CG7896	1684	1875	1169	2428	2494	2269	2487	2089	1844	2000	1826	1838
Acph-1	734	734	533	680	786	715	672	577	612	588	672	656
CG7903	331	312	252	337	352	359	276	252	236	258	264	226
Sas-6	229	292	240	261	307	279	304	263	309	337	288	258
CG15525	284	294	246	308	329	281	271	272	273	265	276	266
CG11504	397	467	268	411	400	363	468	465	426	559	511	433
CG34298	0	1	0	0	0	0	0	0	0	0	0	0
Tace	155	141	132	245	207	199	94	133	57	164	166	122
Nph	3619	3765	2810	3606	3876	3884	3640	3311	3939	3237	4167	3663
Nlp	8353	8724	5953	8399	9226	9065	9129	7936	8643	7513	8030	7546
CG7912	0	0	3	0	0	1	1	0	1	1	2	1
CG7920	2573	2873	2260	2937	3223	2968	2934	2704	2882	2681	2802	2432
Mgat2	419	454	319	493	486	421	450	458	377	508	533	476
RpS28a	0	0	0	0	0	0	0	0	0	1	0	0
Axn	2103	2147	1525	2398	2553	2246	2150	1948	1729	2088	2200	2005
CR46111	0	0	0	0	0	0	0	0	0	0	0	0
CR44045	0	0	0	0	1	0	0	0	0	0	0	0
ZIPIC	287	336	208	396	401	384	364	331	286	311	289	254
ocn	0	25	2	0	8	0	1	0	0	0	0	1
janB	3	6	1	2	0	1	0	5	0	0	0	0
janA	1352	1320	1022	1364	1446	1351	1295	1128	1247	1219	1374	1207
Sry-alpha	0	0	0	0	0	0	0	0	0	0	0	0
Sry-beta	0	0	0	0	0	0	0	0	0	0	0	0
Sry-delta	509	549	390	712	778	703	768	730	744	799	644	618
RpL32	16833	17439	11015	16429	18297	16331	20755	19236	22310	20693	22988	20314
CG7943	196	205	167	261	285	294	306	259	254	242	230	247
CG15528	22	26	5	9	4	2	3	1	5	3	3	4
CR44046	1	1	0	0	0	0	0	0	1	2	0	0
CG7946	1589	1746	1208	2055	2120	1834	1852	1601	1732	1692	1538	1497
spn-A	327	352	229	369	364	348	400	356	379	360	309	298
CG15526	1	0	0	0	1	1	1	0	0	1	0	0
CG7950	20	22	6	17	23	17	21	25	15	23	30	11
CG34317	0	0	0	0	0	0	0	0	0	0	0	0
sima	2530	2622	1646	3175	3530	2878	2845	2322	2304	2660	2701	2581
CR46112	1	0	0	0	2	1	0	1	1	1	1	1
CG45072	0	0	0	0	0	0	0	0	0	0	0	0
CG45073	0	0	0	0	0	0	0	0	0	0	0	0
Ppi1	0	19	2	0	4	0	1	0	0	0	0	0
CG31029	1	14	0	14	21	12	6	6	5	10	6	1
Tpi	1845	1817	1140	2356	2469	2308	1460	1545	1417	1598	1379	1382
AdoR	4	5	4	4	15	9	6	5	1	2	1	0
CR46082	0	0	0	0	0	0	0	0	0	0	0	0
CG15529	9	20	4	5	3	4	7	9	16	17	20	7
CG11498	216	213	100	168	153	160	157	130	109	37	35	35
CG31030	172	133	158	271	251	221	105	136	79	165	182	124
CG31028	1003	1047	711	955	1155	916	1154	1068	1012	1114	1361	1251
Mlc2	3606	4539	2272	923	3086	273	288	327	794	331	571	456
CG1983	249	259	220	236	247	214	199	206	177	205	225	228
CG15530	7	4	5	1	5	0	0	0	0	7	2	1
Bet5	257	253	245	285	312	300	307	256	278	327	282	296
CR44262	0	0	0	0	0	0	0	0	0	0	0	0
CG9747	297	364	462	1173	1473	439	313	338	359	601	473	496
CG15531	3	0	2	0	40	101	1	0	18	0	2	0
CG9743	70	39	15	13	28	12	50	19	65	8	19	9
RpS7	26361	27388	16737	30105	33450	31345	34484	31683	35734	32420	32893	29742
snoRNA:Psi28S-2149	5	5	3	4	7	7	3	4	2	0	6	2
snoRNA:Psi18S-1377e	10	8	6	1	6	2	6	6	6	4	1	3
snoRNA:Psi18S-1377d	17	5	8	6	6	15	9	4	8	2	8	2
snoRNA:Psi18S-1377c	7	3	7	11	4	5	4	4	6	3	7	4
snoRNA:Psi18S-1377b	8	12	3	8	9	10	5	5	3	4	10	4
snoRNA:Psi18S-1377a	11	10	6	8	8	14	11	8	3	2	2	2
snoRNA:Psi28S-2626	10	7	2	10	3	6	4	2	4	5	3	4
Anp	0	0	0	0	0	0	0	0	0	0	0	0
CecA1	0	7	74	0	3	1	1	1	0	2	0	2
CecA2	4	5	42	2	4	1	1	0	1	0	0	1
CecB	1	1	17	0	2	0	0	1	0	0	0	0
CecC	1	14	129	4	2	5	8	4	5	1	7	5
CG43448	0	3	12	8	1	0	0	2	0	3	1	0
CG9737	24	30	51	19	28	21	10	15	15	25	15	20
CG9733	12	16	9	2	3	7	57	34	59	34	60	36
CG34299	1	0	1	0	0	1	0	0	0	1	2	0
CG9682	0	0	0	0	1	0	1	0	1	2	1	0
CG18404	1	1	0	0	0	0	0	0	1	0	2	0
CR46113	0	0	0	0	0	0	0	0	0	0	0	0
hdc	7251	7023	5603	9488	11669	8759	7866	7313	7059	8705	11394	10411
CG34300	0	0	0	0	0	0	0	0	0	0	0	0
CR46114	0	0	0	0	1	1	0	0	1	0	0	0
Fer1HCH	3627	3756	2933	4164	4567	3681	4200	3821	3956	4456	5173	4532
Fer2LCH	3612	3687	2509	3579	4244	3355	3619	3444	3374	3685	3864	3516
CR45570	0	0	0	0	0	0	0	0	0	0	1	1
CG42740	0	0	0	0	0	0	0	0	0	0	0	0
CG2217	0	0	0	0	0	0	0	0	0	0	0	0
CG15535	261	260	214	267	266	269	220	208	232	215	266	228
mRpS18C	185	183	147	167	190	190	214	211	196	203	195	174
CG15536	131	129	77	133	166	143	123	100	129	117	139	129
CG2218	1498	1602	1044	1786	2005	1714	2010	1879	2066	2143	2427	2118
CG15533	0	1	0	0	0	0	0	0	0	1	0	0
CG15534	2	0	0	0	2	0	1	1	0	0	0	0
CG15537	20	7	20	16	24	12	3	9	4	12	26	12
Osi23	0	0	0	0	0	2	0	0	0	0	0	0
aralar1	671	750	566	590	709	583	583	492	455	448	473	434
CG2224	339	359	271	391	425	389	390	378	379	391	348	357
CDase	293	333	239	486	476	467	534	474	440	586	487	418
PH4alphaEFB	896	918	646	832	842	794	573	551	540	601	556	521
spdo	85	74	101	116	68	93	83	68	40	68	28	39
Jon99Fii	0	0	0	0	0	0	0	0	0	0	0	1
Jon99Fi	0	0	0	0	2	0	0	0	0	0	0	1
PH4alphaSG2	247	20	190	15	12	46	1	0	4	7	0	6
PH4alphaMP	160	97	67	179	106	75	18	20	6	9	2	6
PH4alphaNE1	3	4	4	1	0	1	0	0	1	2	0	0
CG31371	7	7	8	7	3	3	1	4	1	1	0	0
PH4alphaSG1	77	10	104	1	1	24	0	0	0	1	1	1
CG15539	1	0	2	0	0	0	0	0	0	0	0	0
mir-4908	0	0	0	0	0	0	0	0	0	0	0	0
CG34041	0	0	0	0	0	1	0	0	0	0	0	0
PH4alphaNE2	0	0	0	0	0	0	0	0	0	0	0	0
CG31524	0	0	0	0	0	0	0	0	0	0	0	0
CG9698	5	5	2	0	1	2	4	5	1	1	6	1
jdp	66	81	148	133	94	47	65	36	39	46	75	47
CR45552	1	1	0	0	0	0	0	0	0	0	0	0
CR45553	1	1	1	2	0	0	0	0	0	0	1	0
tmod	4770	4938	3224	5460	5904	5308	3818	3419	2999	3470	3244	3184
CG34155	8	5	15	16	11	11	25	20	6	19	15	14
CG9702	2	0	3	0	1	1	0	0	1	0	0	0
Rpt6R	20	19	12	21	34	45	7	6	5	2	2	3
CG9717	8	41	7	19	9	48	26	25	4	0	3	4
CG2246	1293	1336	920	1357	1481	1265	1392	1254	1271	1402	1572	1430
CG31019	0	0	0	5	0	0	0	0	0	0	0	0
CG31021	0	0	0	0	0	1	0	0	0	0	0	0
PH4alphaNE3	0	0	0	0	0	0	0	0	0	0	0	0
CG31016	0	0	0	0	0	0	0	0	0	0	0	0
CR45571	0	0	0	0	0	0	0	0	0	0	0	0
CG44954	0	0	0	0	0	0	0	0	0	0	0	0
CR44136	0	0	0	0	0	0	0	0	0	0	0	0
CG2267	0	11	1	0	1	0	0	1	0	1	1	0
CR46236	0	0	0	0	0	0	0	0	0	0	0	0
CG31013	0	1	0	0	4	0	0	0	1	0	0	1
PH4alphaPV	2	0	3	0	0	0	2	0	0	1	0	0
CG34432	0	2	0	0	0	0	0	0	0	0	0	0
CG34433	0	0	0	0	0	0	0	0	0	0	0	0
CR45191	0	0	4	0	0	0	0	0	0	0	0	0
Spn100A	662	328	220	1272	614	1632	593	567	403	752	50	109
CG12069	0	2	0	0	3	0	0	0	0	1	0	0
Pka-C2	0	3	0	0	2	0	0	1	3	0	0	0
CR46115	0	0	0	0	0	0	0	0	0	0	0	0
CG31010	0	1	1	0	1	0	0	0	0	0	0	0
CR46219	0	0	0	0	0	0	0	0	0	0	0	0
CG1340	0	10	0	1	3	0	0	0	0	0	0	0
CG11313	73	75	258	6	228	0	0	1	38	99	4	3
CG15543	0	4	0	1	4	0	0	0	1	0	0	0
Npc2g	177	172	431	11	306	0	4	10	60	79	4	4
Npc2h	13	19	46	2	15	1	0	1	5	9	0	1
CR43238	0	0	0	0	0	0	0	0	1	0	0	0
zfh1	373	336	281	382	403	773	946	800	743	898	914	645
CR45189	0	1	0	0	0	0	3	0	0	0	1	0
wts	1090	1181	805	1213	1304	1245	1174	932	880	957	970	845
mir-1013	0	0	0	0	0	0	0	0	0	0	0	0
dj-1beta	891	1015	617	933	1038	943	964	903	1047	783	881	832
cindr	1162	1222	831	1515	1482	1531	1604	1398	1307	1600	1731	1456
CG15544	656	595	459	990	508	1348	495	438	215	258	199	124
tll	50	13	47	69	39	91	24	42	11	37	31	31
Cpr100A	12	31	8	12	2	13	144	95	54	8	29	12
CG15545	1	1	0	0	0	0	0	1	0	1	1	0
CG15546	13	17	6	8	9	5	6	7	4	30	64	56
CG12071	129	134	112	224	211	212	84	109	58	162	160	105
CG15547	54	60	21	25	24	27	25	25	18	24	16	12
Sap-r	7650	7726	5609	9014	10370	8573	7795	6712	6267	6524	5993	5738
Cyp4c3	15	78	25	4	2	0	3	37	0	0	2	4
CG33483	0	0	0	0	1	0	0	0	0	0	0	0
CR46220	0	0	0	0	0	0	0	0	0	0	0	0
Ptx1	1	12	13	6	6	0	0	0	1	5	5	0
CR44041	0	0	0	0	0	0	0	0	0	0	0	0
CG15549	0	0	0	0	0	0	0	0	0	0	0	0
CG15550	2	1	0	0	0	0	6	8	5	0	0	0
CG15548	0	0	1	0	1	0	0	0	0	0	0	0
Ctr1C	0	1	2	0	1	0	0	0	0	0	0	0
5-HT7	8	8	6	22	8	16	2	7	8	17	19	6
CR46116	0	0	0	0	0	0	0	0	0	0	0	0
CG31008	0	1	1	0	1	0	0	0	0	0	0	0
CG31007	0	4	0	0	1	0	0	0	0	0	0	0
CR46117	0	0	0	0	0	0	0	0	0	0	0	0
CG33773	0	0	0	0	0	0	0	0	0	0	0	0
CanA1	21	25	19	29	10	5	2	8	1	4	4	1
CG33920	0	0	0	1	0	0	0	0	0	0	0	0
Alp4	5	4	16	4	2	0	0	0	3	2	7	4
mir-4948	1	0	0	0	0	0	0	0	0	0	1	0
l(3)03670	713	732	590	815	859	836	954	834	819	777	817	767
dco	2929	3024	2203	3699	3948	3492	3085	2693	2602	2805	2567	2375
Sox100B	3	4	0	1	1	3	3	6	5	12	14	8
CG11317	7	3	30	29	1	1	1	7	1	27	19	2
CG15553	1	6	7	0	0	0	0	0	1	0	0	0
CG11318	11	6	6	3	1	5	1	3	0	0	0	0
Prosalpha3T	0	1	0	0	1	0	0	0	0	0	0	0
CG15554	1	1	0	0	0	3	4	4	6	8	11	3
CG15556	4	7	4	3	3	0	2	2	4	10	6	11
CR46207	0	0	0	0	0	0	0	0	0	0	0	0
CR43458	0	0	0	0	0	0	0	0	0	1	0	0
Gycbeta100B	20	2	24	35	27	26	21	27	17	33	49	28
stops	16	20	8	53	56	52	44	45	34	61	80	46
mesh	2	6	3	0	1	2	1	12	1	5	23	11
bnk	0	0	0	0	0	0	0	0	0	0	0	0
CG1544	162	150	166	203	254	239	186	131	144	141	71	73
chp	833	784	488	1764	2242	2293	1913	1372	1194	1290	2446	2247
Zwilch	569	633	396	659	799	680	685	597	657	679	679	680
CG1542	1078	1141	779	996	1140	1066	1088	909	1108	923	907	914
CG15561	196	205	137	153	168	154	192	165	168	168	214	146
ATPsynC	15318	16898	11708	15945	18635	16673	17399	15013	16772	14657	15251	14316
RNaseP:RNA	52	53	38	48	47	39	25	38	27	30	25	32
mir-4949	0	0	0	0	0	0	0	0	0	0	0	0
CG12054	1389	1417	1085	1704	1859	1625	1579	1371	1293	1427	1388	1396
CG15563	3	2	0	0	0	0	0	0	1	0	0	0
CG15564	0	2	0	0	1	0	0	3	2	2	0	0
qless	216	217	169	201	225	203	160	148	159	134	136	127
mRpL32	262	276	215	299	343	308	283	266	280	243	229	227
CG1750	94	125	83	120	139	111	108	95	103	85	98	91
spn-F	440	476	334	431	475	481	456	402	398	424	380	394
CG3669	0	0	0	0	0	0	0	0	0	0	0	0
CG18672	0	0	0	0	0	0	0	0	0	0	0	0
CG18673	0	0	0	1	1	0	0	0	0	0	0	0
ppk24	0	0	0	0	0	0	0	0	0	0	0	0
CG11340	3	2	2	5	2	2	1	2	5	3	3	1
CG34347	871	870	537	1152	1068	1142	815	666	635	801	544	504
CR46118	0	0	0	0	0	0	0	0	0	0	0	0
gskt	1	14	0	2	1	0	0	2	2	0	1	0
CG1607	3283	3849	3095	4060	4549	3857	7590	5948	6372	4858	5349	4564
CG31204	0	3	1	0	2	0	0	0	0	0	0	0
CG31002	0	0	0	0	1	0	0	0	0	0	0	0
Gcn2	989	1032	841	1333	1443	1238	1207	1012	1018	1106	1016	1000
PNPase	522	557	388	556	597	530	535	448	525	445	462	421
Gprk2	1365	1329	1090	1485	1464	1329	1173	964	884	1000	910	795
lox	14	27	4	65	46	44	12	10	10	30	23	17
CG11334	1217	1351	936	927	1185	1047	1379	1230	1344	1237	1483	1370
CG11333	0	2	1	0	0	0	0	0	0	0	0	0
CR45554	0	0	0	0	0	0	0	0	0	0	0	0
CR45555	0	0	0	0	0	0	0	0	0	0	0	0
CR45572	0	0	0	0	0	0	0	0	0	0	0	0
mey	33	37	14	440	284	551	487	480	380	611	550	526
CR45573	0	0	0	0	0	0	0	0	0	0	0	0
nyo	400	388	304	1099	895	1011	857	776	536	1030	711	719
CR46120	0	0	0	0	0	0	0	0	0	0	0	0
CR46119	12	2	3	2	2	2	2	2	2	1	0	4
gammaCOP	2295	2266	1611	2784	2856	3033	2731	2203	2202	2261	1847	1887
pygo	945	1061	737	1193	1383	1187	1283	1067	1108	1130	1009	989
rod	1708	1911	1379	2016	2368	1782	2313	2026	2148	2204	2370	2103
CR45190	0	1	0	0	1	0	0	1	0	0	0	0
CG1635	122	107	105	143	149	144	161	150	160	156	219	156
CG1638	4	10	5	4	3	9	4	9	7	5	6	9
CG1774	4	3	1	5	8	4	1	0	5	5	2	4
RpL6	20242	22365	15373	28330	30071	27343	27817	25438	29186	26598	27999	25152
CycG	9278	10006	7306	10858	12161	10668	10230	9139	9101	9154	9839	9009
Med	946	1036	657	1162	1318	1145	1158	1063	992	1158	1075	974
CG11539	72	71	59	54	82	61	64	63	77	68	68	57
CG1792	183	168	124	131	128	129	120	121	94	150	105	107
pasha	617	608	493	562	607	556	510	487	425	437	303	286
kek6	89	83	84	186	150	122	127	139	99	172	139	94
CG1815	2698	2963	2147	3287	3775	2900	3432	3056	3103	3773	4506	3822
CG11550	438	742	302	362	372	358	256	216	174	381	389	386
CR44091	3	3	2	0	1	0	1	0	0	1	3	1
CR45564	4	2	9	2	3	6	4	5	0	3	1	3
CR45565	3	0	0	2	3	1	1	1	0	2	2	2
CR45052	1	0	2	0	0	0	0	0	0	0	0	1
CG42693	0	0	0	0	0	0	0	0	0	0	0	0
CR34046	4	4	4	3	1	1	2	2	6	2	10	4
ttk	2842	2786	1730	3239	3165	3670	3200	2488	2145	2719	2415	2454
CstF-50	442	511	316	507	524	482	569	526	542	475	432	393
CG11563	524	564	396	559	599	500	534	489	498	469	509	492
Ef1alpha100E	786	624	1186	2034	1392	1613	960	1234	602	1979	1797	1210
CG1890	1177	1267	811	1319	1397	1445	1760	1508	1729	1502	1796	1503
CG1896	286	302	256	297	303	309	359	324	349	358	464	377
awd	14679	15181	8244	15562	16830	17109	16858	15009	17207	14044	14355	13512
nero	487	521	335	458	512	492	505	491	510	400	478	453
CG1910	4716	5164	3911	5564	6338	5326	5870	4693	4923	4442	4244	4048
salt	0	0	4	1	0	0	1	0	0	0	0	0
mir-1014	0	0	0	0	0	0	0	0	0	0	0	0
CG2187	0	1	0	0	0	0	0	0	0	0	0	1
CR44263	0	0	0	0	0	0	0	0	0	0	0	0
Smvt	0	0	0	0	0	0	1	0	0	0	0	0
CG2150	1	0	0	13	12	18	18	17	8	5	5	4
CR43436	1	1	0	3	2	4	4	1	0	6	0	1
pncr017:3R	3	2	0	3	1	1	5	4	0	2	4	1
betaGlu	559	591	391	592	563	522	579	491	574	531	590	472
sip3	997	920	674	1030	1040	1040	995	852	808	787	764	701
CG2126	262	290	209	235	262	223	262	246	238	252	267	268
faf	4332	3905	2860	4842	5348	4525	4243	3532	3443	3476	3482	3394
CG2118	1281	1336	922	1140	1291	1026	1028	963	980	1023	1167	1074
Acf	2253	2248	1712	1598	1680	1311	1541	1269	1319	1232	1166	1075
CG42233	188	217	171	162	136	147	213	163	207	191	232	199
Ir100a	0	0	0	0	0	1	3	1	0	0	3	0
CG1971	5	8	6	5	5	14	2	3	5	7	7	6
CG11576	347	362	294	471	495	395	450	436	427	400	330	283
FeCH	848	928	586	819	863	744	810	769	776	721	657	668
RhoGAP100F	284	277	265	597	504	425	167	267	150	289	325	260
heph	15571	16190	11475	18400	21366	17644	15926	13468	12899	12216	14033	14685
CG2003	109	91	55	63	111	107	93	51	68	45	67	64
CR45556	0	0	0	0	0	1	0	0	0	0	0	0
CR45557	0	0	2	0	0	0	0	0	0	0	0	0
CG2053	0	0	1	0	0	0	0	0	0	0	0	0
krz	1660	1735	1359	2061	2180	1980	1591	1441	1394	1421	1264	1365
mod	8306	8729	6808	9241	9958	9224	8554	6944	8055	6886	6890	6402
Map205	5326	5534	4222	7078	8056	6505	5582	4643	4473	4236	4268	4340
JYalpha	0	0	0	0	3	0	0	0	0	0	0	0
PlexB	1744	1670	1247	2421	2737	2214	1939	1721	1572	1626	1623	1643
CR45124	1	1	0	0	1	0	2	3	2	3	0	1
CR44440	15	10	13	20	18	11	2	6	1	6	12	11
ci	9069	9202	6473	9003	10815	9322	8080	6701	6495	8563	6936	7650
CR43957	67	51	50	48	68	51	39	23	24	26	20	31
RpS3A	39628	40384	27949	38877	47560	39681	38824	34625	40136	36869	39101	36580
snoRNA:CD-24	5	6	0	0	0	4	2	1	0	0	0	1
pan	1524	1569	1233	1780	1936	1708	1406	1294	1063	1237	1284	1353
Ank	6185	6116	4738	6295	6811	5813	4904	4553	4404	5018	4740	4475
CG32000	4759	4922	3754	5463	5749	5114	4673	4057	3715	4385	4396	3965
CR43956	13	18	21	22	16	21	12	12	11	21	13	17
CG32006	10	12	4	24	37	23	7	7	6	3	7	10
CG31997	1706	2129	1372	2552	2536	2271	1687	1617	1223	1549	1677	1929
CG33978	3154	3582	2399	3604	3704	3672	3199	3073	2599	3566	4707	3981
CR45198	18	18	27	19	20	24	21	12	11	9	12	11
Arl4	993	968	845	924	925	910	669	674	614	688	681	705
CG2316	3111	3162	2344	2918	3088	2736	2434	2359	2247	2243	2455	2178
CR44441	7	10	4	2	3	6	0	1	1	2	4	3
CG31998	3302	3092	2281	3745	4052	3851	2811	2544	2151	2349	2554	2468
Crk	2367	2349	1934	2528	2707	2542	1672	1721	1524	1621	1600	1615
CG31999	356	440	314	409	441	329	201	169	145	191	298	174
yellow-h	25	42	49	64	41	40	14	26	15	8	12	8
CR46065	1	0	0	1	0	2	0	0	0	0	0	0
CG1674	800	938	495	242	494	142	115	100	90	116	118	77
dpr7	75	75	93	150	95	120	49	57	32	102	91	49
RhoGAP102A	54	77	49	24	50	5	3	9	9	9	9	2
NfI	31	24	49	55	39	24	26	53	24	59	44	20
CR44023	0	1	0	0	0	0	0	0	0	0	0	0
Syt7	82	68	113	110	77	85	26	49	16	54	65	37
Rad23	2872	2904	2250	3230	3547	3054	2698	2368	2376	2210	2119	2065
Zip102B	2143	2204	1738	2119	2249	2188	1666	1554	1382	1651	1795	1709
CG32850	371	356	263	305	340	345	259	276	200	268	300	265
PMCA	8354	8097	6474	9638	10722	8835	7751	6788	6253	6269	6481	6347
Hcf	4226	4249	3150	4530	4975	4037	4192	3633	3415	3735	3482	3286
dati	45	18	73	81	17	14	13	23	8	94	99	10
CR45125	1	2	1	2	0	1	1	1	2	0	1	1
CR44027	0	0	0	0	0	0	0	0	0	0	0	0
mir-9385	0	0	0	0	0	0	0	0	0	0	0	0
CR43437	0	0	0	0	0	0	0	0	0	0	0	0
CR44024	112	118	82	68	66	47	46	54	49	66	83	58
lgs	2623	2640	2044	3003	3460	2875	2851	2400	2270	2354	2359	2209
CaMKI	2977	2996	2905	2515	3330	2401	1706	1811	1633	1949	2025	1968
CR45126	4	9	2	11	17	14	12	9	20	42	70	62
bip2	3506	3636	2780	3850	4362	3408	3292	2820	2894	3214	2875	2680
CG33941	747	782	578	654	764	668	512	488	399	403	501	493
Asator	910	913	782	1040	964	1005	937	925	706	939	1044	862
zfh2	2303	2225	1482	3773	3885	3707	7482	6054	6198	5392	6172	5995
Thd1	2802	2876	2043	3364	3919	2758	3401	2759	2798	2885	3076	2600
CR43958	22	30	34	28	26	31	21	17	15	36	26	34
Pur-alpha	1365	1347	1086	1235	1229	1207	688	783	583	630	747	800
ND-49	2397	2526	1874	2282	2544	2315	2245	2014	2103	1949	2072	1883
Ephrin	3164	3113	2466	3464	3715	3354	1967	1784	1577	1671	1879	2038
CG1909	12	13	29	24	9	9	33	25	35	32	84	40
CR45199	0	0	0	0	0	0	0	0	0	0	0	0
onecut	322	269	326	446	296	314	124	206	99	223	186	155
Eph	4488	4455	3337	5048	5422	4789	3768	3367	2906	3172	3167	3087
mav	1903	2136	1530	2183	2375	2084	1851	1714	1591	1922	1717	1515
mir-954	0	0	0	0	1	0	0	0	0	2	1	0
Gat	95	62	323	64	137	12	25	41	36	40	53	29
Ekar	374	353	226	584	653	578	298	276	220	222	301	363
gw	8343	8396	6078	8612	9121	7847	7340	6304	6005	6776	6056	5746
Slip1	2054	2118	1688	2267	2424	2086	1837	1725	1572	1809	1832	1734
CG11360	2108	2376	1664	1751	1683	1840	1250	1377	990	1287	1497	1456
myo	1586	1499	1300	1613	1789	1622	1284	1238	1130	1230	1167	1115
ey	1313	1512	870	1096	1143	881	531	456	443	643	642	687
bt	1431	1075	490	490	1468	121	107	161	247	66	90	126
CR45200	0	0	1	2	2	2	0	1	0	1	1	1
MED26	3382	3407	2723	3665	3839	3376	2910	2558	2455	2665	2613	2424
Sox102F	370	379	279	391	328	319	244	265	165	372	205	262
fd102C	3	14	13	10	0	0	0	0	0	3	8	0
CR45123	0	0	0	0	0	0	0	0	0	0	0	0
Gyf	4398	4474	3335	4451	4754	4339	3901	3662	3557	4277	3926	3516
CR43425	7	13	4	6	7	7	10	5	7	17	25	11
unc-13	2205	1878	1527	2425	2243	2230	2360	2395	2014	3021	3724	3008
CR44029	51	28	30	79	51	67	9	22	7	42	69	57
eIF4G	10990	10176	7513	12091	13341	11778	8785	7777	7754	7063	6554	6490
mGluR	12	2	27	34	11	4	6	12	6	24	26	7
4E-T	2445	2658	1952	2730	3124	2583	2184	1977	1956	2154	1778	1648
CR45201	1	0	0	0	0	0	0	0	0	0	0	0
CR44030	174	172	126	81	105	87	195	191	224	115	156	159
fuss	9	11	13	10	3	9	6	6	10	14	26	17
sphinx	1	3	0	1	0	0	0	0	1	0	1	0
toy	5118	5061	3571	3641	4505	3631	1783	1610	1116	2348	2381	2783
PlexA	8545	7764	5975	10059	10959	9552	7448	6539	5882	6251	5799	6006
CR44031	7	5	3	15	11	3	9	6	8	9	3	12
CG11077	267	233	177	289	305	255	358	312	310	326	407	382
CG11076	1638	1836	1210	1401	1604	1485	1692	1342	1536	1147	1146	1041
ATPsynbeta	18813	19568	14536	18815	21237	18075	18385	15881	18653	16223	17694	16248
CaMKII	2998	3061	2637	2937	2976	2739	1927	2160	1710	1999	2287	2221
Zyx	1758	1735	1347	1205	1374	1333	924	1010	859	1053	1048	955
apolpp	5104	4087	12273	519	8004	76	46	310	1331	1842	420	30
Actbeta	180	181	156	404	385	404	211	196	111	186	240	208
sv	109	127	81	175	217	220	134	117	67	83	109	130
Cals	5547	5422	4487	6861	6977	6331	4769	4164	3739	3617	3703	3755
Arf102F	2316	2176	1891	2353	2440	2522	1746	1547	1608	1413	1390	1388
CG11155	550	433	384	593	643	527	284	289	170	300	369	296
CG32017	119	112	132	255	220	217	77	96	66	140	159	135
Kif3C	4	7	2	6	3	5	5	7	4	6	5	8
pho	2294	2540	2066	2533	2907	2460	2111	2115	1903	1921	2211	2173
CG33521	201	235	138	82	167	26	15	20	23	18	15	13
PIP4K	2329	2323	2057	2233	2456	2092	1538	1482	1460	1505	1411	1413
Mitf	1666	1673	1252	1588	1622	1415	1248	1162	1089	1123	1068	1169
Dyrk3	2343	2369	1688	2417	2504	2304	1624	1466	1406	1534	1409	1429
Cadps	502	412	532	822	680	630	278	397	202	565	488	340
ND2	3122	2619	2783	598	971	2997	263	332	302	364	335	557
COX1	62872	55429	49251	76779	98023	90108	34118	41790	30714	16547	32033	58608
COX2	26377	22997	19911	23491	30853	31857	11290	13996	12609	7797	13503	21735
